title,original_airdate,production_number,dialogue
The  Naked Time ,"29 Sep, 1966 ",7,"Take over here, Rand."
The  Naked Time ,"29 Sep, 1966 ",7,You haven't answered my question. Where is Mister Sulu?
The  Naked Time ,"29 Sep, 1966 ",7,"You're relieved, Mister Riley. Lieutenant Uhura, take over this  station."
The  Naked Time ,"29 Sep, 1966 ",7,"Report to Sickbay, Mister Riley."
The  Naked Time ,"29 Sep, 1966 ",7,Security. Mister Riley is headed for Sickbay. See to it he  arrives. Captain Kirk to the Bridge.
The  Naked Time ,"29 Sep, 1966 ",7,"Lieutenant Brent, relieve Miss Uhura."
The  Naked Time ,"29 Sep, 1966 ",7,"Nonviolent at this stage. Slightly disoriented. Riley seemed  rather pleased with himself, as if he were"
The  Naked Time ,"29 Sep, 1966 ",7,Precisely.
The  Naked Time ,"29 Sep, 1966 ",7,"Fascinating. A pattern is developing. First, Tormolen. Hidden  personality traits being forced to the surface. Then Riley, who fancies  himself a descendant of  Irish kings, and now Sulu, who is at heart a swashbuckler out of your  18th century."
The  Naked Time ,"29 Sep, 1966 ",7,Gravity pull increasing. We've shifted to two percent and should  stabilise our position.
The  Naked Time ,"29 Sep, 1966 ",7,"Engine room, we need power!"
The  Naked Time ,"29 Sep, 1966 ",7,Take D'Artagnon here to Sickbay.
The  Naked Time ,"29 Sep, 1966 ",7,"Captain. At our present rate of descent, we have less than  twenty minutes before we enter planet atmosphere."
The  Naked Time ,"29 Sep, 1966 ",7,"Status reports, all sections."
The  Naked Time ,"29 Sep, 1966 ",7,Go to Alert Baker two. Seal off main sections.
The  Naked Time ,"29 Sep, 1966 ",7,"We're going to seal off, Captain, if we can minimise the spread  of whatever this is."
The  Naked Time ,"29 Sep, 1966 ",7,"No way, Captain. He controls the main power panels. He can  override any channel from down there. Seventeen minutes left, sir."
The  Naked Time ,"29 Sep, 1966 ",7,"Sixteen minutes left, Captain. We've  stabilised, but still spiraling down."
The  Naked Time ,"29 Sep, 1966 ",7,"Crewman, report to the lab!"
The  Naked Time ,"29 Sep, 1966 ",7,What's going on?
The  Naked Time ,"29 Sep, 1966 ",7,"Crewman, stand aside."
The  Naked Time ,"29 Sep, 1966 ",7,Message from the captain.
The  Naked Time ,"29 Sep, 1966 ",7,We have fourteen minutes left.
The  Naked Time ,"29 Sep, 1966 ",7,"At the rate you're proceeding, calculations show that you'll  take a minute and a half more than we have left. You can't afford a  safety factor."
The  Naked Time ,"29 Sep, 1966 ",7,Nurse? Where is Doctor McCoy?
The  Naked Time ,"29 Sep, 1966 ",7,"Lab. Lab, respond please. Spock here. Lab!"
The  Naked Time ,"29 Sep, 1966 ",7,"What is it, Nurse?"
The  Naked Time ,"29 Sep, 1966 ",7,"Nurse, you should"
The  Naked Time ,"29 Sep, 1966 ",7,I'm in control of my emotions.
The  Naked Time ,"29 Sep, 1966 ",7,I'm sorry.
The  Naked Time ,"29 Sep, 1966 ",7,I am sorry.
The  Naked Time ,"29 Sep, 1966 ",7,Christine.
The  Naked Time ,"29 Sep, 1966 ",7,"I'm in control of my  emotions. Control of my emotions. I am an officer. An officer. My duty.  My duty is, is. My duty is to, to. Too late. I'm sorry. To. Two, four,  six. Six. Six times six."
The  Naked Time ,"29 Sep, 1966 ",7,My mother. I could never tell her I loved her.
The  Naked Time ,"29 Sep, 1966 ",7,"An Earth woman, living on a planet where love, emotion, is bad  taste."
The  Naked Time ,"29 Sep, 1966 ",7,"I respected my father, our customs. I was ashamed of my Earth  blood.  Jim, when I feel friendship for you, I'm  ashamed."
The  Naked Time ,"29 Sep, 1966 ",7,"t's never been done! Understand, Jim. I've spent a whole  lifetime learning to hide my feelings."
The  Naked Time ,"29 Sep, 1966 ",7,It's never been done.
The  Naked Time ,"29 Sep, 1966 ",7,Jim.
The  Naked Time ,"29 Sep, 1966 ",7,"Jim, there is an intermix formula."
The  Naked Time ,"29 Sep, 1966 ",7,It's never been tested. It's a theoretical relationship between  time and antimatter.
The  Naked Time ,"29 Sep, 1966 ",7,Stand by to intermix. I'll call the formulae in from the Bridge.
The  Naked Time ,"29 Sep, 1966 ",7,Fuel temperature.
The  Naked Time ,"29 Sep, 1966 ",7,Raise antimatter eight and forty degrees.
The  Naked Time ,"29 Sep, 1966 ",7,"We haven't the time. We'll have to risk it. Bridge, we're ready."
The  Naked Time ,"29 Sep, 1966 ",7,"Are you all right, Jim?"
The  Naked Time ,"29 Sep, 1966 ",7,"Obviously, we were successful. The engines imploded."
The  Naked Time ,"29 Sep, 1966 ",7,Engine power went off the scale as well. We're now travelling  faster than is possible for normal space.
The  Naked Time ,"29 Sep, 1966 ",7,"We're back to normal time, Captain."
The  Naked Time ,"29 Sep, 1966 ",7,"Yes, sir."
The  Naked Time ,"29 Sep, 1966 ",7,"We've regressed in time seventy one hours. It is now three days  ago, Captain. We have three days to live over again."
The  Naked Time ,"29 Sep, 1966 ",7,"This does open some intriguing prospects, Captain. Since the  formula worked, we can go back in time, to any planet, any era."
Charlie  X ,"15 Sep, 1966 ",8,"That is a very intriguing question. Scanners show no  disturbances in this quadrant, Captain."
Charlie  X ,"15 Sep, 1966 ",8,"Doctor, didn't the boy make any reference at all to Thasians?"
Charlie  X ,"15 Sep, 1966 ",8,Charlie's very existence proves in fact there must be some  intelligent form of life on Thasus. He could not possibly have survived  alone. The ship's food concentrates would have been exhausted in a year  or so.
Charlie  X ,"15 Sep, 1966 ",8,Probes of Thasus indicate very little edible plant life.
Charlie  X ,"15 Sep, 1966 ",8,"Affirmative, Captain."
Charlie  X ,"15 Sep, 1966 ",8,"Picking up some debris on our scanners, Captain."
Charlie  X ,"15 Sep, 1966 ",8,The debris is what's left of the Antares.
Charlie  X ,"15 Sep, 1966 ",8,"Your mind is not on the game, Captain. Check. The Antares?"
Charlie  X ,"15 Sep, 1966 ",8,My own concern is more immediate. The boy.
Charlie  X ,"15 Sep, 1966 ",8,He seemed to know what happened to the Antares before we did.
Charlie  X ,"15 Sep, 1966 ",8,"And again, check."
Charlie  X ,"15 Sep, 1966 ",8,"Your illogical approach to chess does have its advantages on  occasion, Captain."
Charlie  X ,"15 Sep, 1966 ",8,"As you wish. At any rate, the game is yours."
Charlie  X ,"15 Sep, 1966 ",8,"The principles of three-dimensional chess are basically  mathematic, Charlie. You put the white here and the black on the  secondary level."
Charlie  X ,"15 Sep, 1966 ",8,"Very well.  That was a mistake, Charlie."
Charlie  X ,"15 Sep, 1966 ",8,Checkmate.
Charlie  X ,"15 Sep, 1966 ",8,If you'll excuse me.
Charlie  X ,"15 Sep, 1966 ",8,"Thasians have been referred to in our  records as having the power to transmute objects or render substances  invisible.  It has generally been regarded as legend, but Charlie does seems to  possess this same power."
Charlie  X ,"15 Sep, 1966 ",8,Agreed.
Charlie  X ,"15 Sep, 1966 ",8,"The probability is he's responsible for the destruction of the  Antares, which would indicate a total disregard for human life."
Charlie  X ,"15 Sep, 1966 ",8,"And with a weapon in him which could destroy you or anyone,  anywhere on this ship."
Charlie  X ,"15 Sep, 1966 ",8,Agreed. The struggle must remain between you and him. Should any  of us interfere
Charlie  X ,"15 Sep, 1966 ",8,We're in the hands of an adolescent.
Charlie  X ,"15 Sep, 1966 ",8,"Yes, sir. There's a Tyger, tyger, burning bright in the forest  of the night."
Charlie  X ,"15 Sep, 1966 ",8,"I'm trying to Saturn rings around my head, down a road that's  Martian red."
Charlie  X ,"15 Sep, 1966 ",8,"Once upon a midnight dreary while I pondered, weak and weary."
Charlie  X ,"15 Sep, 1966 ",8,"Jim, he'll soon reach a point where he won't back down."
Charlie  X ,"15 Sep, 1966 ",8,My legs. They're broken.
Charlie  X ,"15 Sep, 1966 ",8,I'll activate the force field myself. You  can return to your section.
Charlie  X ,"15 Sep, 1966 ",8,Out of the question.
Charlie  X ,"15 Sep, 1966 ",8,Not so far as we know.
Charlie  X ,"15 Sep, 1966 ",8,"Captain, the navigation console is clear now. The ship is  answering the helm."
Charlie  X ,"15 Sep, 1966 ",8,"Sensors show there something's there, Captain. Deflectors  indicate no solid substance."
Balance  of Terror ,"15 Dec, 1966 ",9,"Verified, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,"Referring to the map on your screens, you will note beyond the  moving position of our vessel, a line of Earth outpost stations.  Constructed on asteroids, they monitor the Neutral Zone established by  treaty after the Earth-Romulan conflict a century ago."
Balance  of Terror ,"15 Dec, 1966 ",9,"Which allowed no quarter, no captives. Nor  was there even ship-to-ship visual communication. Therefore, no human,  Romulan, or ally has ever seen the other. Earth believes the Romulans  to be warlike, cruel, treacherous, and only the Romulans know what they  think of Earth. The treaty, set by sub-space radio, established this  Neutral Zone, entry into which by either side, would constitute an act  of war. The treaty has been unbroken since that time. Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,"Outpost two coming into sensor range, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,"Sweeping the area of Outpost two. Sensor reading indefinite.  Double-checking Outpost three. I read dust and debris. Both Earth  outposts gone,  and the asteroids they were constructed on, pulverised."
Balance  of Terror ,"15 Dec, 1966 ",9,"And showing on my sensors, Captain. At least it's still there."
Balance  of Terror ,"15 Dec, 1966 ",9,"Outpost four disintegrated, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,Disappeared. Interesting how they became visible for just a  moment.
Balance  of Terror ,"15 Dec, 1966 ",9,I have a blip on the motion sensor. Could be the  intruder.
Balance  of Terror ,"15 Dec, 1966 ",9,"Invisibility is theoretically possible, Captain, with selective  bending of light. But the power cost is enormous.   They may have solved that problem."
Balance  of Terror ,"15 Dec, 1966 ",9,Blip has changed its heading. And in a very leisurely manoeuvre.  They may not be aware of us.
Balance  of Terror ,"15 Dec, 1966 ",9,"His heading is now one eleven mark fourteen. The exact heading a  Romulan would take, Jim, for the Neutral Zone and home."
Balance  of Terror ,"15 Dec, 1966 ",9,"I have a fix on it, Captain. I believe I can lock on it, get a  picture of their Bridge."
Balance  of Terror ,"15 Dec, 1966 ",9,Very well.
Balance  of Terror ,"15 Dec, 1966 ",9,"Steady on one eleven mark fourteen. Back on their original  course, Captain, toward the Neutral Zone."
Balance  of Terror ,"15 Dec, 1966 ",9,From the outpost's protective shield. Cast  rodinium. This is the hardest substance known to our science.
Balance  of Terror ,"15 Dec, 1966 ",9,Lab theorises an enveloping energy plasma forcing an implosion.
Balance  of Terror ,"15 Dec, 1966 ",9,"Obviously, their weaponry is superior to ours, and they have a  practical invisibility screen."
Balance  of Terror ,"15 Dec, 1966 ",9,"Or on what this vessel fails to do, Doctor."
Balance  of Terror ,"15 Dec, 1966 ",9,I agree. Attack.
Balance  of Terror ,"15 Dec, 1966 ",9,"Yes, indeed we do, Mister Stiles. And if Romulans are an  offshoot of my Vulcan blood, and I think this likely, then attack  becomes even more imperative."
Balance  of Terror ,"15 Dec, 1966 ",9,"It is for them, Doctor. Vulcan, like Earth, had its aggressive  colonising period. Savage, even by Earth standards. And if Romulans  retain this martial philosophy, then weakness is something we dare not  show."
Balance  of Terror ,"15 Dec, 1966 ",9,Do you want a galactic war on your conscience?
Balance  of Terror ,"15 Dec, 1966 ",9,"A comet, magnitude seven, dead ahead, and the intruder changing  course toward it."
Balance  of Terror ,"15 Dec, 1966 ",9,"Quite ordinary. An ionised mass, a trail of frozen vapour  particles."
Balance  of Terror ,"15 Dec, 1966 ",9,It leaves a visible trail.
Balance  of Terror ,"15 Dec, 1966 ",9,Intruder now bearing directly for comet's tail.
Balance  of Terror ,"15 Dec, 1966 ",9,"He's maintaining that bearing, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,"We're losing sensor contact, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,"It'll take time to correct, sir."
Balance  of Terror ,"15 Dec, 1966 ",9,"Impossible, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,"Phasers operational, Captain. Intruder bearing one eleven mark  fourteen."
Balance  of Terror ,"15 Dec, 1966 ",9,"He may think we're destroyed, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,Intruder holding steady. Course one eleven mark fourteen.
Balance  of Terror ,"15 Dec, 1966 ",9,"They did, Doctor."
Balance  of Terror ,"15 Dec, 1966 ",9,"We're still on our side, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,Motion sensor signal stopped.
Balance  of Terror ,"15 Dec, 1966 ",9,"Vessel wreckage. Metal moulds, conduit, plastoform and a body,  Captain. However."
Balance  of Terror ,"15 Dec, 1966 ",9,"Insufficient mass, sir."
Balance  of Terror ,"15 Dec, 1966 ",9,"Simple debris. Not a vessel, a trick."
Balance  of Terror ,"15 Dec, 1966 ",9,"Nothing, sir. No motion out there at all. We've lost them,  Captain.  Captain's log, Stardate 1709.6. We are at the  Neutral Zone. Have lost contact with the intruder. No reaction on our  motion sensors  but believe the Romulan vessel to be somewhere close by. With all  engines and systems shut down, the Enterprise is also playing the  silent waiting game in hope of regaining contact."
Balance  of Terror ,"15 Dec, 1966 ",9,"Captain, I must make further repairs on the transfer coil. It's  giving out again."
Balance  of Terror ,"15 Dec, 1966 ",9,Debris on our scanners.
Balance  of Terror ,"15 Dec, 1966 ",9,"Same type as before, sir, except, one metal-cased object!"
Balance  of Terror ,"15 Dec, 1966 ",9,"Nuclear device of some kind, sir. Our phasers detonated it less  than one hundred metres away."
Balance  of Terror ,"15 Dec, 1966 ",9,Mainly overloads and circuit burnouts.
Balance  of Terror ,"15 Dec, 1966 ",9,"We have engine power now, Captain, if you'd like to move off and  make repairs."
Balance  of Terror ,"15 Dec, 1966 ",9,"Damage reports, Mister Stiles?"
Balance  of Terror ,"15 Dec, 1966 ",9,Will you require assistance here?
Balance  of Terror ,"15 Dec, 1966 ",9,"Yes, very well, thank you, Captain."
Balance  of Terror ,"15 Dec, 1966 ",9,I saved a trained navigator so he could return to duty. I am  capable of no other feelings in such matters.
What  Are Little Girls Made Of? ,"20 Oct, 1966 ",10,"Ship's record banks show little we don't already know about this  planet, Captain.  Gravity is one point one of Earth, atmosphere within safety limits."
What  Are Little Girls Made Of? ,"20 Oct, 1966 ",10,"It may have been inhabited once, but the sun in this system has  been fading steadily for a half million years. Now, Doctor Korby, often  called the Pasteur of archaeological medicine. His translation of  medical records from the Orion ruins revolutionised our immunisation  techniques."
